row_index,complexity,domain,exact_match,semantic_match,core_logic_match,reasons
346,easy,telecom_customer_operations,False,False,True,"return columns missing from prediction: {('prop', 'severity')}"
347,easy,telecom_customer_operations,False,True,True,
348,complex,film_production_management,False,True,True,
349,medium,film_production_management,False,True,True,
350,medium,film_production_management,False,True,True,
351,medium,film_production_management,False,True,True,
352,easy,film_production_management,False,True,True,
353,easy,film_production_management,False,True,True,
354,easy,film_production_management,False,True,True,
355,complex,film_production_management,False,True,True,
356,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
357,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date')}"
358,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'document_number')}"
359,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_rate')}"
360,easy,film_production_management,True,True,True,
361,easy,film_production_management,True,True,True,
362,easy,film_production_management,False,True,True,
363,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'call_time')}"
364,easy,film_production_management,True,True,True,
365,easy,film_production_management,True,True,True,
366,medium,film_production_management,True,True,True,
367,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'production_type')}"
368,easy,film_production_management,True,True,True,
369,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
370,easy,film_production_management,True,True,True,
371,easy,film_production_management,False,True,True,
372,medium,film_production_management,True,True,True,
373,easy,film_production_management,False,True,True,
374,medium,film_production_management,False,False,False,aggregations differ: gold=[] pred=['count']; optional_match differs: gold=False pred=True
375,easy,film_production_management,False,True,True,
376,easy,film_production_management,False,True,True,
377,easy,film_production_management,False,True,True,
378,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
379,easy,film_production_management,False,True,True,
380,easy,film_production_management,True,True,True,
381,easy,film_production_management,False,True,True,
382,complex,film_production_management,False,True,True,
383,medium,film_production_management,False,False,False,optional_match differs: gold=False pred=True
384,easy,film_production_management,False,True,True,
385,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date')}"
386,medium,film_production_management,False,False,False,"aggregations differ: gold=['avg', 'count'] pred=['avg']; return columns missing from prediction: {('agg', 'count:*')}"
387,complex,film_production_management,False,True,True,
388,medium,film_production_management,False,True,True,
389,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['MEMBER_OF']; where_conditions differ: missing={('jurisdiction', '=', 'california')} extra={('status', '=', 'active'), ('jurisdiction', 'contains', 'california')}; return columns missing from prediction: {('expr', ""'active_union_member'""), ('expr', ""'high_rate_non_local'"")}"
390,complex,film_production_management,False,False,False,"where_conditions differ: missing=set() extra={('is_lead_position', '=', 'true'), ('contract_role', '=', 'director of photography')}; return columns missing from prediction: {('bare', 'node')}"
391,complex,film_production_management,False,False,False,"rel_types differ: gold=['CALLED_FOR', 'PART_OF'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; optional_match differs: gold=False pred=True; return columns missing from prediction: {('prop', 'day_number'), ('prop', 'name')}"
392,medium,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'Role'] pred=['CrewMember', 'Production']; hop_count differs: gold=2 pred=1; where_conditions differ: missing={('seniority_level', '=', 'senior')} extra=set()"
393,medium,film_production_management,False,True,True,
394,complex,film_production_management,False,True,True,
395,complex,film_production_management,False,False,False,"where_conditions differ: missing={('jurisdiction', '=', 'national')} extra=set(); return columns missing from prediction: {('expr', ""'union_member'"")}"
396,medium,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Department', 'HAS_ROLE', 'Role'] pred=['CrewMember', 'Department', 'Role']; return columns missing from prediction: {('prop', 'overtime_policy')}"
397,medium,film_production_management,False,True,True,
398,complex,film_production_management,False,True,True,
399,medium,film_production_management,False,False,False,rel_types differ: gold=[] pred=['WORKS_ON']
400,complex,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'Production', 'ShootDay'] pred=['Production', 'ShootDay']; hop_count differs: gold=2 pred=1; return columns missing from prediction: {('prop', 'day_number')}"
401,complex,film_production_management,False,True,True,
402,complex,film_production_management,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
403,complex,film_production_management,False,False,False,"optional_match differs: gold=False pred=True; return columns missing from prediction: {('prop', 'name')}"
404,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_rate')}"
405,complex,film_production_management,False,False,False,aggregations differ: gold=[] pred=['count']
406,complex,film_production_management,False,True,True,
407,complex,film_production_management,False,True,True,
408,complex,film_production_management,False,False,False,aggregations differ: gold=[] pred=['count']
409,medium,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'CrewMember', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'Production', 'ShootDay']; hop_count differs: gold=2 pred=3; optional_match differs: gold=False pred=True"
410,medium,film_production_management,True,True,True,
411,complex,film_production_management,False,True,True,
412,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'jurisdiction')}"
413,complex,film_production_management,False,True,True,
414,medium,film_production_management,False,True,True,
415,medium,film_production_management,False,True,True,
416,complex,film_production_management,False,False,False,optional_match differs: gold=False pred=True
417,complex,film_production_management,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
418,medium,film_production_management,False,False,True,"return columns missing from prediction: {('expr', ""'caunion'""), ('expr', ""'localhire'"")}"
419,medium,film_production_management,False,True,True,
420,medium,film_production_management,False,True,True,
421,medium,film_production_management,False,True,True,
422,medium,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY', 'PART_OF'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; hop_count differs: gold=3 pred=4"
423,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date')}"
424,medium,film_production_management,False,True,True,
425,complex,film_production_management,False,True,True,
426,complex,film_production_management,False,True,True,
427,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
428,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date')}"
429,medium,film_production_management,False,True,True,
430,medium,film_production_management,False,True,True,
431,medium,film_production_management,False,True,True,
432,medium,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY'] pred=['FOR_SHOOT_DAY', 'PART_OF']"
433,medium,film_production_management,False,False,False,"rel_types differ: gold=['CALLED_FOR', 'FOR_SHOOT_DAY'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']"
434,medium,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'CrewMember', 'Production', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'ShootDay']; hop_count differs: gold=3 pred=2"
435,complex,film_production_management,False,True,True,
436,complex,film_production_management,False,False,False,rel_types differ: gold=['MEMBER_OF'] pred=[]
437,medium,film_production_management,False,True,True,
438,medium,film_production_management,False,False,False,rel_types differ: gold=[] pred=['PART_OF']
439,medium,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'ShootDay'] pred=['CrewMember', 'Production', 'Role', 'ShootDay']; rel_types differ: gold=['PART_OF'] pred=['HAS_ROLE', 'PART_OF', 'WORKS_ON']; hop_count differs: gold=2 pred=3; where_conditions differ: missing={('contract_role', '=', 'director of photography')} extra={('name', '=', 'director of photography')}"
440,medium,film_production_management,False,True,True,
441,medium,film_production_management,False,True,True,
442,medium,film_production_management,False,True,True,
443,medium,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY']; return columns missing from prediction: {('prop', 'day_number')}"
444,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['HAS_ROLE', 'MEMBER_OF']; return columns missing from prediction: {('prop', 'local_number')}"
445,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['MEMBER_OF', 'WORKS_ON']"
446,medium,film_production_management,False,False,False,"where_conditions differ: missing={('version', '>', '1')} extra={('version', '>=', '2')}; return columns missing from prediction: {('prop', 'shoot_date')}"
447,medium,film_production_management,False,True,True,
448,medium,film_production_management,False,True,True,
449,complex,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT'] pred=['BELONGS_TO_DEPARTMENT', 'MEMBER_OF']; return columns missing from prediction: {('prop', 'local_number')}"
450,medium,film_production_management,False,True,True,
451,medium,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'ShootDay'] pred=['CrewMember', 'Production', 'Role', 'ShootDay']; rel_types differ: gold=['PART_OF'] pred=['HAS_ROLE', 'PART_OF', 'WORKS_ON']; hop_count differs: gold=2 pred=3; where_conditions differ: missing={('contract_role', '=', 'gaffer')} extra={('name', '=', 'gaffer')}; return columns missing from prediction: {('prop', 'shoot_date')}"
452,medium,film_production_management,False,True,True,
453,medium,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT'] pred=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE']"
454,complex,film_production_management,False,True,True,
455,medium,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'CrewMember', 'Production', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'Department', 'Production', 'Role', 'ShootDay']; rel_types differ: gold=['FOR_SHOOT_DAY', 'PART_OF'] pred=['BELONGS_TO_DEPARTMENT', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF', 'WORKS_ON']; hop_count differs: gold=3 pred=5; where_conditions differ: missing={('contract_role', '=', 'sound mixer')} extra={('name', '=', 'sound mixers')}"
456,medium,film_production_management,False,True,True,
457,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
458,medium,film_production_management,False,False,False,optional_match differs: gold=False pred=True
459,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
460,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
461,complex,film_production_management,False,True,True,
462,medium,film_production_management,False,False,False,"aggregations differ: gold=['avg'] pred=['avg', 'count']"
463,medium,film_production_management,False,True,True,
464,medium,film_production_management,False,False,False,rel_types differ: gold=['PART_OF'] pred=[]
465,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
466,complex,film_production_management,False,True,True,
467,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
468,complex,film_production_management,False,False,False,rel_types differ: gold=['HAS_ROLE'] pred=[]
469,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
470,medium,film_production_management,False,True,True,
471,medium,film_production_management,False,True,True,
472,medium,film_production_management,False,True,True,
473,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'day_number')}"
474,medium,film_production_management,False,False,False,rel_types differ: gold=[] pred=['PART_OF']
475,complex,film_production_management,False,True,True,
476,complex,film_production_management,False,True,True,
477,complex,film_production_management,False,False,False,optional_match differs: gold=False pred=True
478,complex,film_production_management,False,False,False,"rel_types differ: gold=['HAS_ROLE'] pred=['HAS_ROLE', 'MEMBER_OF']"
479,complex,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'CrewMember', 'Production', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'ShootDay']; rel_types differ: gold=['FOR_SHOOT_DAY', 'WORKS_ON'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY']; hop_count differs: gold=3 pred=2; return columns missing from prediction: {('prop', 'call_time_override')}"
480,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['BELONGS_TO_DEPARTMENT']; aggregations differ: gold=['avg', 'count'] pred=['avg']; return columns missing from prediction: {('agg', 'count:*')}"
481,medium,film_production_management,False,False,False,"where_conditions differ: missing=set() extra={('budget_tier', '=', 'micro-budget')}"
482,complex,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY', 'PART_OF'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; hop_count differs: gold=4 pred=3; where_conditions differ: missing={('contract_role', '=', 'director of photography')} extra={('name', '=', 'director of photography')}"
483,complex,film_production_management,False,True,True,
484,complex,film_production_management,False,False,False,"rel_types differ: gold=['HAS_ROLE'] pred=['HAS_ROLE', 'MEMBER_OF']"
485,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date'), ('prop', 'name'), ('prop', 'document_number')}"
486,complex,film_production_management,False,True,True,
487,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'version')}"
488,complex,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE'] pred=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE', 'WORKS_ON']"
489,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'start_date')}"
490,complex,film_production_management,False,False,False,"where_conditions differ: missing={('seniority_level', '=', 'lead')} extra={('seniority_level', '=', 'senior')}"
491,complex,film_production_management,False,True,True,
492,complex,film_production_management,False,False,False,optional_match differs: gold=False pred=True
493,complex,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY'] pred=[]; aggregations differ: gold=['count'] pred=[]; return columns missing from prediction: {('agg', 'count:*')}"
494,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['HAS_ROLE']; optional_match differs: gold=False pred=True; where_conditions differ: missing={('confirmed', '=', 'true')} extra={('is_lead_position', '=', 'true')}"
495,complex,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'HAS_ROLE', 'PART_OF'] pred=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']"
496,complex,film_production_management,False,True,True,
497,complex,film_production_management,False,False,False,rel_types differ: gold=[] pred=['PART_OF']
498,complex,film_production_management,False,True,True,
499,medium,film_production_management,False,False,False,rel_types differ: gold=[] pred=['PART_OF']; optional_match differs: gold=True pred=False
500,complex,film_production_management,False,False,False,"hop_count differs: gold=2 pred=3; optional_match differs: gold=False pred=True; where_conditions differ: missing=set() extra={('scene_count', '>', '10')}"
501,medium,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE']; aggregations differ: gold=['avg', 'collect', 'count'] pred=['avg', 'count']; return columns missing from prediction: {('agg', 'count:*')}"
502,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'Union'] pred=['CrewMember', 'Production', 'Role', 'Union']; rel_types differ: gold=['MEMBER_OF'] pred=['HAS_ROLE', 'MEMBER_OF', 'WORKS_ON']; aggregations differ: gold=['collect'] pred=[]; hop_count differs: gold=2 pred=3; where_conditions differ: missing={('contract_role', '=', 'gaffer')} extra={('name', '=', 'gaffer')}; return columns missing from prediction: {('agg', 'collect:name')}"
503,complex,film_production_management,False,False,False,"rel_types differ: gold=['CALLED_FOR', 'FOR_SHOOT_DAY'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; return columns missing from prediction: {('prop', 'shoot_date')}"
504,complex,film_production_management,False,True,True,
505,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['PART_OF']; return columns missing from prediction: {('agg', 'count:version')}"
506,complex,film_production_management,False,False,False,"rel_types differ: gold=['HAS_ROLE'] pred=['FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']; return columns missing from prediction: {('prop', 'shoot_date')}"
507,medium,film_production_management,False,False,False,rel_types differ: gold=['HAS_ROLE'] pred=[]
508,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['CALLED_FOR']; return columns missing from prediction: {('prop', 'local_number')}"
509,medium,film_production_management,False,True,True,
510,complex,film_production_management,False,False,False,"rel_types differ: gold=[] pred=['PART_OF']; return columns missing from prediction: {('prop', 'shoot_date')}"
511,complex,film_production_management,False,True,True,
512,medium,film_production_management,False,True,True,
513,complex,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT'] pred=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE']; aggregations differ: gold=['sum'] pred=['count']; return columns missing from prediction: {('agg', 'sum:head_count')}"
514,medium,film_production_management,False,False,False,"aggregations differ: gold=['collect', 'count'] pred=['count']; optional_match differs: gold=False pred=True"
515,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'Role', 'Union'] pred=['CallSheet', 'CrewMember', 'Production', 'Role', 'ShootDay', 'Union']; rel_types differ: gold=['HAS_ROLE', 'MEMBER_OF', 'WORKS_ON'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'MEMBER_OF', 'PART_OF']; aggregations differ: gold=['avg'] pred=['avg', 'count']; hop_count differs: gold=3 pred=5"
516,complex,film_production_management,False,False,False,"rel_types differ: gold=['HAS_ROLE'] pred=['FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']"
517,medium,film_production_management,False,False,True,"return columns missing from prediction: {('expr', ""'department'""), ('expr', ""'production'"")}"
518,complex,film_production_management,False,True,True,
519,medium,film_production_management,False,True,True,
520,medium,film_production_management,False,True,True,
521,medium,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'shoot_date')}"
522,medium,film_production_management,False,False,False,optional_match differs: gold=False pred=True
523,complex,film_production_management,False,False,False,"where_conditions differ: missing={('jurisdiction', '=', 'california')} extra={('jurisdiction', 'contains', 'california')}; return columns missing from prediction: {('prop', 'local_number')}"
524,medium,film_production_management,False,True,True,
525,medium,film_production_management,False,True,True,
526,medium,film_production_management,False,True,True,
527,complex,film_production_management,False,True,True,
528,medium,film_production_management,False,True,True,
529,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'Production', 'ShootDay']; rel_types differ: gold=['PART_OF', 'WORKS_ON'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; hop_count differs: gold=2 pred=3; optional_match differs: gold=False pred=True"
530,complex,film_production_management,False,True,True,
531,complex,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'id'), ('prop', 'document_number')}"
532,complex,film_production_management,False,True,True,
533,complex,film_production_management,False,True,True,
534,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production'] pred=['CallSheet', 'CrewMember', 'Production', 'ShootDay']; rel_types differ: gold=['WORKS_ON'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; aggregations differ: gold=[] pred=['count']; hop_count differs: gold=1 pred=3"
535,complex,film_production_management,False,True,True,
536,complex,film_production_management,False,False,False,"aggregations differ: gold=['avg'] pred=['avg', 'count']; return columns missing from prediction: {('expr', 'avg(cm.day_rate-r.standard_day_rate)')}"
537,complex,film_production_management,False,False,False,optional_match differs: gold=False pred=True
538,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'Role'] pred=['CrewMember', 'Production']; rel_types differ: gold=['HAS_ROLE', 'WORKS_ON'] pred=['WORKS_ON']; hop_count differs: gold=2 pred=1"
539,complex,film_production_management,False,False,False,"rel_types differ: gold=['CALLED_FOR'] pred=['CALLED_FOR', 'PART_OF']; return columns missing from prediction: {('prop', 'scene_count')}"
540,complex,film_production_management,False,True,True,
541,complex,film_production_management,False,True,True,
542,complex,film_production_management,False,False,False,"hop_count differs: gold=2 pred=3; optional_match differs: gold=False pred=True; return columns missing from prediction: {('agg', 'min:shoot_date')}"
543,complex,film_production_management,False,False,False,aggregations differ: gold=[] pred=['count']
544,complex,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'CrewMember', 'Department', 'Role', 'ShootDay'] pred=['CallSheet', 'CrewMember', 'Department', 'Production', 'Role', 'ShootDay']; rel_types differ: gold=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE'] pred=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']; hop_count differs: gold=4 pred=5; return columns missing from prediction: {('prop', 'shoot_date')}"
545,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Production', 'Role'] pred=['CrewMember', 'Production']; rel_types differ: gold=['HAS_ROLE'] pred=[]; hop_count differs: gold=2 pred=1; where_conditions differ: missing=set() extra={('production_type', '=', 'feature')}; return columns missing from prediction: {('prop', 'name')}"
546,complex,film_production_management,False,True,True,
547,complex,film_production_management,False,False,False,"rel_types differ: gold=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'WORKS_ON'] pred=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']; return columns missing from prediction: {('prop', 'shoot_date')}"
548,complex,film_production_management,False,False,False,"labels differ: gold=['CallSheet', 'ShootDay'] pred=['CallSheet', 'Production', 'ShootDay']; rel_types differ: gold=['FOR_SHOOT_DAY'] pred=['FOR_SHOOT_DAY', 'PART_OF']; hop_count differs: gold=2 pred=4; return columns missing from prediction: {('prop', 'shoot_date'), ('expr', ""'specific_date'""), ('expr', ""'night_shoot'"")}"
549,complex,film_production_management,False,True,True,
550,complex,film_production_management,False,True,True,
551,complex,film_production_management,False,True,True,
552,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'date_prescribed')}"
553,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'date_prescribed')}"
554,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'date_prescribed')}"
555,easy,veterinary_clinic_records,False,True,True,
556,easy,veterinary_clinic_records,True,True,True,
557,easy,veterinary_clinic_records,True,True,True,
558,easy,veterinary_clinic_records,True,True,True,
559,easy,veterinary_clinic_records,True,True,True,
560,easy,veterinary_clinic_records,False,True,True,
561,easy,veterinary_clinic_records,False,True,True,
562,easy,veterinary_clinic_records,True,True,True,
563,easy,veterinary_clinic_records,False,True,True,
564,easy,veterinary_clinic_records,False,True,True,
565,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'pickup_method')}"
566,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'severity')}"
567,easy,veterinary_clinic_records,False,True,True,
568,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'controlled_substance')}"
569,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'species')}"
570,easy,veterinary_clinic_records,False,False,False,"aggregations differ: gold=[] pred=['count']; optional_match differs: gold=False pred=True; return columns missing from prediction: {('prop', 'date_prescribed')}"
571,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'dea_registered')}"
572,easy,veterinary_clinic_records,True,True,True,
573,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
574,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('agg', 'count:*')}"
575,easy,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('agg', 'count:*')}"
576,easy,veterinary_clinic_records,False,True,True,
577,medium,veterinary_clinic_records,False,True,True,
578,medium,veterinary_clinic_records,False,True,True,
579,medium,veterinary_clinic_records,False,False,False,"where_conditions differ: missing={('severity', '=', 'critical'), ('severity', '=', 'high')} extra={('severity', 'in', ""['critical', 'high']"")}"
580,medium,veterinary_clinic_records,False,True,True,
581,medium,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'allergy_notes')}"
582,complex,veterinary_clinic_records,False,True,True,
583,medium,veterinary_clinic_records,False,True,True,
584,medium,veterinary_clinic_records,False,True,True,
585,medium,veterinary_clinic_records,False,True,True,
586,medium,veterinary_clinic_records,False,True,True,
587,complex,veterinary_clinic_records,False,False,False,optional_match differs: gold=True pred=False
588,medium,veterinary_clinic_records,False,True,True,
589,medium,veterinary_clinic_records,False,True,True,
590,medium,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('prop', 'drug_class')}"
591,medium,veterinary_clinic_records,False,True,True,
592,medium,veterinary_clinic_records,False,False,False,"rel_types differ: gold=['EXPERIENCED'] pred=['LINKED_TO_MEDICATION']; return columns missing from prediction: {('prop', 'severity')}"
593,complex,veterinary_clinic_records,False,True,True,
594,complex,veterinary_clinic_records,False,False,False,"labels differ: gold=['AdverseReaction', 'Medication', 'PatientAnimal', 'Prescription'] pred=['AdverseReaction', 'Medication', 'Prescription']; rel_types differ: gold=['EXPERIENCED', 'FOR_PATIENT', 'LINKED_TO_MEDICATION', 'SPECIFIES'] pred=['LINKED_TO_MEDICATION', 'SPECIFIES']; hop_count differs: gold=4 pred=2"
595,complex,veterinary_clinic_records,False,True,True,
596,complex,veterinary_clinic_records,False,True,True,
597,complex,veterinary_clinic_records,False,False,False,aggregations differ: gold=['collect'] pred=[]; optional_match differs: gold=True pred=False
598,complex,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('agg', 'count:*')}"
599,complex,veterinary_clinic_records,False,False,False,"rel_types differ: gold=['EXPERIENCED', 'FOR_PATIENT', 'LINKED_TO_MEDICATION', 'PRESCRIBED', 'SPECIFIES'] pred=['EXPERIENCED', 'FOR_PATIENT', 'LINKED_TO_MEDICATION', 'PRESCRIBED']; hop_count differs: gold=5 pred=4"
600,medium,veterinary_clinic_records,False,True,True,
601,medium,veterinary_clinic_records,False,False,False,"where_conditions differ: missing={('severity', '=', 'critical'), ('severity', '=', 'high')} extra={('severity', 'in', ""['critical', 'high']"")}"
602,medium,veterinary_clinic_records,False,False,False,"labels differ: gold=['AdverseReaction', 'Medication', 'PatientAnimal'] pred=['AdverseReaction', 'PatientAnimal']; rel_types differ: gold=['EXPERIENCED', 'LINKED_TO_MEDICATION'] pred=['EXPERIENCED']; hop_count differs: gold=2 pred=1"
603,complex,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
604,complex,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
605,medium,veterinary_clinic_records,False,False,False,"aggregations differ: gold=['avg', 'count'] pred=['avg']; return columns missing from prediction: {('agg', 'count:*')}"
606,complex,veterinary_clinic_records,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
607,medium,veterinary_clinic_records,False,False,False,"aggregations differ: gold=['count', 'sum'] pred=['sum']; return columns missing from prediction: {('bare', 'node')}"
608,complex,veterinary_clinic_records,False,True,True,
609,complex,veterinary_clinic_records,False,False,False,optional_match differs: gold=True pred=False
610,complex,veterinary_clinic_records,False,True,True,
611,complex,veterinary_clinic_records,False,False,False,"labels differ: gold=['DispensingEvent', 'Medication', 'PatientAnimal', 'Prescription'] pred=['DispensingEvent', 'PatientAnimal', 'Prescription']; rel_types differ: gold=['FOR_PATIENT', 'FULFILLED_BY', 'SPECIFIES'] pred=['FOR_PATIENT', 'FULFILLED_BY']; hop_count differs: gold=3 pred=2; return columns missing from prediction: {('bare', 'node')}"
612,medium,veterinary_clinic_records,False,False,False,"labels differ: gold=['Medication', 'Prescription'] pred=['Medication', 'PatientAnimal', 'Prescription']; rel_types differ: gold=['SPECIFIES'] pred=['FOR_PATIENT', 'SPECIFIES']; hop_count differs: gold=1 pred=2"
613,medium,veterinary_clinic_records,False,False,False,"rel_types differ: gold=['EXPERIENCED', 'FOR_PATIENT', 'LINKED_TO_MEDICATION', 'PRESCRIBED', 'SPECIFIES'] pred=['EXPERIENCED', 'LINKED_TO_MEDICATION', 'PRESCRIBED', 'SPECIFIES']; hop_count differs: gold=5 pred=4"
614,complex,veterinary_clinic_records,False,True,True,
615,medium,veterinary_clinic_records,False,True,True,
616,medium,veterinary_clinic_records,False,True,True,
